"rgn_id","sciname","popn_trend"
1,"Alopias vulpinus","decreasing"
1,"Balaenoptera acutorostrata","stable"
1,"Balaenoptera borealis","unknown"
1,"Balaenoptera musculus","increasing"
1,"Balaenoptera physalus","unknown"
1,"Balaenoptera physalus","decreasing"
1,"Carcharodon carcharias","unknown"
1,"Caretta caretta",
1,"Cetorhinus maximus","decreasing"
1,"Cetorhinus maximus","decreasing"
1,"Dermochelys coriacea","increasing"
1,"Dermochelys coriacea","decreasing"
1,"Eubalaena glacialis","unknown"
1,"Isurus oxyrinchus","decreasing"
1,"Isurus paucus","decreasing"
1,"Lamna nasus","decreasing"
1,"Lamna nasus","decreasing"
1,"Lamna nasus","decreasing"
1,"Megaptera novaeangliae","increasing"
1,"Prionace glauca","unknown"
